"epoch","Width only variation : 2048 - test_accuracy","Width only variation : 2048 - test_accuracy__MIN","Width only variation : 2048 - test_accuracy__MAX","Width only variation : 2048 - _step","Width only variation : 2048 - _step__MIN","Width only variation : 2048 - _step__MAX","Width only variation : 2048 - train_accuracy","Width only variation : 2048 - train_accuracy__MIN","Width only variation : 2048 - train_accuracy__MAX","Width only variation : 1024 - test_accuracy","Width only variation : 1024 - test_accuracy__MIN","Width only variation : 1024 - test_accuracy__MAX","Width only variation : 1024 - _step","Width only variation : 1024 - _step__MIN","Width only variation : 1024 - _step__MAX","Width only variation : 1024 - train_accuracy","Width only variation : 1024 - train_accuracy__MIN","Width only variation : 1024 - train_accuracy__MAX","Width only variation : 512 - test_accuracy","Width only variation : 512 - test_accuracy__MIN","Width only variation : 512 - test_accuracy__MAX","Width only variation : 512 - _step","Width only variation : 512 - _step__MIN","Width only variation : 512 - _step__MAX","Width only variation : 512 - train_accuracy","Width only variation : 512 - train_accuracy__MIN","Width only variation : 512 - train_accuracy__MAX","Width only variation : 256 - test_accuracy","Width only variation : 256 - test_accuracy__MIN","Width only variation : 256 - test_accuracy__MAX","Width only variation : 256 - _step","Width only variation : 256 - _step__MIN","Width only variation : 256 - _step__MAX","Width only variation : 256 - train_accuracy","Width only variation : 256 - train_accuracy__MIN","Width only variation : 256 - train_accuracy__MAX","Width only variation : 128 - test_accuracy","Width only variation : 128 - test_accuracy__MIN","Width only variation : 128 - test_accuracy__MAX","Width only variation : 128 - _step","Width only variation : 128 - _step__MIN","Width only variation : 128 - _step__MAX","Width only variation : 128 - train_accuracy","Width only variation : 128 - train_accuracy__MIN","Width only variation : 128 - train_accuracy__MAX","Width only variation : 64 - test_accuracy","Width only variation : 64 - test_accuracy__MIN","Width only variation : 64 - test_accuracy__MAX","Width only variation : 64 - _step","Width only variation : 64 - _step__MIN","Width only variation : 64 - _step__MAX","Width only variation : 64 - train_accuracy","Width only variation : 64 - train_accuracy__MIN","Width only variation : 64 - train_accuracy__MAX","Width only variation : 32 - test_accuracy","Width only variation : 32 - test_accuracy__MIN","Width only variation : 32 - test_accuracy__MAX","Width only variation : 32 - _step","Width only variation : 32 - _step__MIN","Width only variation : 32 - _step__MAX","Width only variation : 32 - train_accuracy","Width only variation : 32 - train_accuracy__MIN","Width only variation : 32 - train_accuracy__MAX","Baseline - test_accuracy","Baseline - test_accuracy__MIN","Baseline - test_accuracy__MAX","Baseline - _step","Baseline - _step__MIN","Baseline - _step__MAX","Baseline - train_accuracy","Baseline - train_accuracy__MIN","Baseline - train_accuracy__MAX"
"47","0.24454545454545454","0.24454545454545454","0.24454545454545454","47","47","47","0.7831034482758621","0.7831034482758621","0.7831034482758621","0.2545454545454545","0.2545454545454545","0.2545454545454545","47","47","47","0.7681609195402299","0.7681609195402299","0.7681609195402299","0.24909090909090909","0.24909090909090909","0.24909090909090909","47","47","47","0.6497701149425288","0.6497701149425288","0.6497701149425288","0.23636363636363636","0.23636363636363636","0.23636363636363636","47","47","47","0.6211494252873563","0.6211494252873563","0.6211494252873563","0.2581818181818182","0.2581818181818182","0.2581818181818182","47","47","47","0.4859770114942529","0.4859770114942529","0.4859770114942529","0.21545454545454545","0.21545454545454545","0.21545454545454545","47","47","47","0.29379310344827586","0.29379310344827586","0.29379310344827586","0.2009090909090909","0.2009090909090909","0.2009090909090909","47","47","47","0.2596551724137931","0.2596551724137931","0.2596551724137931","0.24227272727272728","0.24227272727272728","0.24227272727272728","47","47","47","0.6422988505747127","0.6422988505747127","0.6422988505747127"
"48","0.24727272727272728","0.24727272727272728","0.24727272727272728","48","48","48","0.7998850574712644","0.7998850574712644","0.7998850574712644","0.24772727272727274","0.24772727272727274","0.24772727272727274","48","48","48","0.7332183908045977","0.7332183908045977","0.7332183908045977","0.2318181818181818","0.2318181818181818","0.2318181818181818","48","48","48","0.6659770114942529","0.6659770114942529","0.6659770114942529","0.24727272727272728","0.24727272727272728","0.24727272727272728","48","48","48","0.5950574712643678","0.5950574712643678","0.5950574712643678","0.2431818181818182","0.2431818181818182","0.2431818181818182","48","48","48","0.4729885057471264","0.4729885057471264","0.4729885057471264","0.2159090909090909","0.2159090909090909","0.2159090909090909","48","48","48","0.2932183908045977","0.2932183908045977","0.2932183908045977","0.2009090909090909","0.2009090909090909","0.2009090909090909","48","48","48","0.26126436781609197","0.26126436781609197","0.26126436781609197","0.24272727272727274","0.24272727272727274","0.24272727272727274","48","48","48","0.6459770114942529","0.6459770114942529","0.6459770114942529"
"49","0.24681818181818183","0.24681818181818183","0.24681818181818183","49","49","49","0.775632183908046","0.775632183908046","0.775632183908046","0.24227272727272728","0.24227272727272728","0.24227272727272728","49","49","49","0.7293103448275862","0.7293103448275862","0.7293103448275862","0.22545454545454546","0.22545454545454546","0.22545454545454546","49","49","49","0.6618390804597701","0.6618390804597701","0.6618390804597701","0.2359090909090909","0.2359090909090909","0.2359090909090909","49","49","49","0.63","0.63","0.63","0.25045454545454543","0.25045454545454543","0.25045454545454543","49","49","49","0.4863218390804598","0.4863218390804598","0.4863218390804598","0.21454545454545454","0.21454545454545454","0.21454545454545454","49","49","49","0.29482758620689653","0.29482758620689653","0.29482758620689653","0.20636363636363636","0.20636363636363636","0.20636363636363636","49","49","49","0.2660919540229885","0.2660919540229885","0.2660919540229885","0.2509090909090909","0.2509090909090909","0.2509090909090909","49","49","49","0.6660919540229885","0.6660919540229885","0.6660919540229885"
"50","0.24681818181818183","0.24681818181818183","0.24681818181818183","50","50","50","0.8129885057471264","0.8129885057471264","0.8129885057471264","0.24045454545454545","0.24045454545454545","0.24045454545454545","50","50","50","0.7525287356321839","0.7525287356321839","0.7525287356321839","0.23681818181818182","0.23681818181818182","0.23681818181818182","50","50","50","0.6862068965517242","0.6862068965517242","0.6862068965517242","0.22136363636363637","0.22136363636363637","0.22136363636363637","50","50","50","0.6514942528735632","0.6514942528735632","0.6514942528735632","0.25045454545454543","0.25045454545454543","0.25045454545454543","50","50","50","0.49908045977011495","0.49908045977011495","0.49908045977011495","0.2040909090909091","0.2040909090909091","0.2040909090909091","50","50","50","0.2982758620689655","0.2982758620689655","0.2982758620689655","0.20909090909090908","0.20909090909090908","0.20909090909090908","50","50","50","0.2660919540229885","0.2660919540229885","0.2660919540229885","0.23772727272727273","0.23772727272727273","0.23772727272727273","50","50","50","0.663448275862069","0.663448275862069","0.663448275862069"
"51","0.25045454545454543","0.25045454545454543","0.25045454545454543","51","51","51","0.8148275862068965","0.8148275862068965","0.8148275862068965","0.24181818181818182","0.24181818181818182","0.24181818181818182","51","51","51","0.8036781609195403","0.8036781609195403","0.8036781609195403","0.2268181818181818","0.2268181818181818","0.2268181818181818","51","51","51","0.707816091954023","0.707816091954023","0.707816091954023","0.2381818181818182","0.2381818181818182","0.2381818181818182","51","51","51","0.6433333333333333","0.6433333333333333","0.6433333333333333","0.2559090909090909","0.2559090909090909","0.2559090909090909","51","51","51","0.5010344827586207","0.5010344827586207","0.5010344827586207","0.21818181818181817","0.21818181818181817","0.21818181818181817","51","51","51","0.29310344827586204","0.29310344827586204","0.29310344827586204","0.2","0.2","0.2","51","51","51","0.26264367816091955","0.26264367816091955","0.26264367816091955","0.24863636363636363","0.24863636363636363","0.24863636363636363","51","51","51","0.6631034482758621","0.6631034482758621","0.6631034482758621"
"52","0.23045454545454547","0.23045454545454547","0.23045454545454547","52","52","52","0.7832183908045977","0.7832183908045977","0.7832183908045977","0.24136363636363636","0.24136363636363636","0.24136363636363636","52","52","52","0.7681609195402299","0.7681609195402299","0.7681609195402299","0.24181818181818182","0.24181818181818182","0.24181818181818182","52","52","52","0.7474712643678161","0.7474712643678161","0.7474712643678161","0.24863636363636363","0.24863636363636363","0.24863636363636363","52","52","52","0.6709195402298851","0.6709195402298851","0.6709195402298851","0.25272727272727274","0.25272727272727274","0.25272727272727274","52","52","52","0.531264367816092","0.531264367816092","0.531264367816092","0.21863636363636363","0.21863636363636363","0.21863636363636363","52","52","52","0.30344827586206896","0.30344827586206896","0.30344827586206896","0.20727272727272728","0.20727272727272728","0.20727272727272728","52","52","52","0.2603448275862069","0.2603448275862069","0.2603448275862069","0.24227272727272728","0.24227272727272728","0.24227272727272728","52","52","52","0.6939080459770115","0.6939080459770115","0.6939080459770115"
"53","0.2381818181818182","0.2381818181818182","0.2381818181818182","53","53","53","0.8094252873563218","0.8094252873563218","0.8094252873563218","0.2540909090909091","0.2540909090909091","0.2540909090909091","53","53","53","0.7949425287356322","0.7949425287356322","0.7949425287356322","0.24681818181818183","0.24681818181818183","0.24681818181818183","53","53","53","0.7394252873563218","0.7394252873563218","0.7394252873563218","0.23363636363636364","0.23363636363636364","0.23363636363636364","53","53","53","0.6597701149425287","0.6597701149425287","0.6597701149425287","0.2540909090909091","0.2540909090909091","0.2540909090909091","53","53","53","0.523448275862069","0.523448275862069","0.523448275862069","0.21","0.21","0.21","53","53","53","0.3006896551724138","0.3006896551724138","0.3006896551724138","0.20454545454545456","0.20454545454545456","0.20454545454545456","53","53","53","0.2674712643678161","0.2674712643678161","0.2674712643678161","0.235","0.235","0.235","53","53","53","0.6851724137931035","0.6851724137931035","0.6851724137931035"
"54","0.22454545454545455","0.22454545454545455","0.22454545454545455","54","54","54","0.7804597701149425","0.7804597701149425","0.7804597701149425","0.24409090909090908","0.24409090909090908","0.24409090909090908","54","54","54","0.8237931034482758","0.8237931034482758","0.8237931034482758","0.245","0.245","0.245","54","54","54","0.7336781609195402","0.7336781609195402","0.7336781609195402","0.2309090909090909","0.2309090909090909","0.2309090909090909","54","54","54","0.6417241379310344","0.6417241379310344","0.6417241379310344","0.24409090909090908","0.24409090909090908","0.24409090909090908","54","54","54","0.5251724137931034","0.5251724137931034","0.5251724137931034","0.2177272727272727","0.2177272727272727","0.2177272727272727","54","54","54","0.30942528735632185","0.30942528735632185","0.30942528735632185","0.2","0.2","0.2","54","54","54","0.26862068965517244","0.26862068965517244","0.26862068965517244","0.2390909090909091","0.2390909090909091","0.2390909090909091","54","54","54","0.672183908045977","0.672183908045977","0.672183908045977"
"55","0.24045454545454545","0.24045454545454545","0.24045454545454545","55","55","55","0.8458620689655172","0.8458620689655172","0.8458620689655172","0.23545454545454544","0.23545454545454544","0.23545454545454544","55","55","55","0.8203448275862069","0.8203448275862069","0.8203448275862069","0.23272727272727273","0.23272727272727273","0.23272727272727273","55","55","55","0.7508045977011494","0.7508045977011494","0.7508045977011494","0.2318181818181818","0.2318181818181818","0.2318181818181818","55","55","55","0.6805747126436782","0.6805747126436782","0.6805747126436782","0.24","0.24","0.24","55","55","55","0.5305747126436782","0.5305747126436782","0.5305747126436782","0.20272727272727273","0.20272727272727273","0.20272727272727273","55","55","55","0.29701149425287354","0.29701149425287354","0.29701149425287354","0.205","0.205","0.205","55","55","55","0.2675862068965517","0.2675862068965517","0.2675862068965517","0.24045454545454545","0.24045454545454545","0.24045454545454545","55","55","55","0.7132183908045977","0.7132183908045977","0.7132183908045977"
"56","0.2531818181818182","0.2531818181818182","0.2531818181818182","56","56","56","0.8782758620689655","0.8782758620689655","0.8782758620689655","0.23772727272727273","0.23772727272727273","0.23772727272727273","56","56","56","0.8144827586206896","0.8144827586206896","0.8144827586206896","0.23318181818181818","0.23318181818181818","0.23318181818181818","56","56","56","0.7459770114942529","0.7459770114942529","0.7459770114942529","0.24181818181818182","0.24181818181818182","0.24181818181818182","56","56","56","0.6801149425287356","0.6801149425287356","0.6801149425287356","0.2431818181818182","0.2431818181818182","0.2431818181818182","56","56","56","0.5389655172413793","0.5389655172413793","0.5389655172413793","0.2159090909090909","0.2159090909090909","0.2159090909090909","56","56","56","0.30367816091954025","0.30367816091954025","0.30367816091954025","0.2018181818181818","0.2018181818181818","0.2018181818181818","56","56","56","0.2749425287356322","0.2749425287356322","0.2749425287356322","0.235","0.235","0.235","56","56","56","0.717471264367816","0.717471264367816","0.717471264367816"
"57","0.24409090909090908","0.24409090909090908","0.24409090909090908","57","57","57","0.8850574712643678","0.8850574712643678","0.8850574712643678","0.24045454545454545","0.24045454545454545","0.24045454545454545","57","57","57","0.8213793103448276","0.8213793103448276","0.8213793103448276","0.22636363636363635","0.22636363636363635","0.22636363636363635","57","57","57","0.7796551724137931","0.7796551724137931","0.7796551724137931","0.22818181818181818","0.22818181818181818","0.22818181818181818","57","57","57","0.6739080459770115","0.6739080459770115","0.6739080459770115","0.25136363636363634","0.25136363636363634","0.25136363636363634","57","57","57","0.5302298850574713","0.5302298850574713","0.5302298850574713","0.20318181818181819","0.20318181818181819","0.20318181818181819","57","57","57","0.304367816091954","0.304367816091954","0.304367816091954","0.20272727272727273","0.20272727272727273","0.20272727272727273","57","57","57","0.2614942528735632","0.2614942528735632","0.2614942528735632","0.2309090909090909","0.2309090909090909","0.2309090909090909","57","57","57","0.7036781609195403","0.7036781609195403","0.7036781609195403"
"58","","","","","","","","","","0.23045454545454547","0.23045454545454547","0.23045454545454547","58","58","58","0.8239080459770115","0.8239080459770115","0.8239080459770115","0.2390909090909091","0.2390909090909091","0.2390909090909091","58","58","58","0.7537931034482759","0.7537931034482759","0.7537931034482759","0.23454545454545456","0.23454545454545456","0.23454545454545456","58","58","58","0.6864367816091954","0.6864367816091954","0.6864367816091954","0.24","0.24","0.24","58","58","58","0.5410344827586206","0.5410344827586206","0.5410344827586206","0.20863636363636365","0.20863636363636365","0.20863636363636365","58","58","58","0.31333333333333335","0.31333333333333335","0.31333333333333335","0.19590909090909092","0.19590909090909092","0.19590909090909092","58","58","58","0.2725287356321839","0.2725287356321839","0.2725287356321839","0.23227272727272727","0.23227272727272727","0.23227272727272727","58","58","58","0.7386206896551725","0.7386206896551725","0.7386206896551725"
"59","","","","","","","","","","","","","","","","","","","0.22272727272727272","0.22272727272727272","0.22272727272727272","59","59","59","0.745632183908046","0.745632183908046","0.745632183908046","0.2340909090909091","0.2340909090909091","0.2340909090909091","59","59","59","0.6818390804597702","0.6818390804597702","0.6818390804597702","0.2545454545454545","0.2545454545454545","0.2545454545454545","59","59","59","0.5510344827586207","0.5510344827586207","0.5510344827586207","0.21227272727272728","0.21227272727272728","0.21227272727272728","59","59","59","0.31942528735632186","0.31942528735632186","0.31942528735632186","0.20454545454545456","0.20454545454545456","0.20454545454545456","59","59","59","0.2695402298850575","0.2695402298850575","0.2695402298850575","0.235","0.235","0.235","59","59","59","0.7432183908045977","0.7432183908045977","0.7432183908045977"
"60","","","","","","","","","","","","","","","","","","","0.23227272727272727","0.23227272727272727","0.23227272727272727","60","60","60","0.7849425287356322","0.7849425287356322","0.7849425287356322","0.24545454545454545","0.24545454545454545","0.24545454545454545","60","60","60","0.7025287356321839","0.7025287356321839","0.7025287356321839","0.23272727272727273","0.23272727272727273","0.23272727272727273","60","60","60","0.5612643678160919","0.5612643678160919","0.5612643678160919","0.21045454545454545","0.21045454545454545","0.21045454545454545","60","60","60","0.3191954022988506","0.3191954022988506","0.3191954022988506","0.20727272727272728","0.20727272727272728","0.20727272727272728","60","60","60","0.2674712643678161","0.2674712643678161","0.2674712643678161","0.2131818181818182","0.2131818181818182","0.2131818181818182","60","60","60","0.7482758620689656","0.7482758620689656","0.7482758620689656"
"61","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24227272727272728","0.24227272727272728","0.24227272727272728","61","61","61","0.7167816091954023","0.7167816091954023","0.7167816091954023","0.24818181818181817","0.24818181818181817","0.24818181818181817","61","61","61","0.5574712643678161","0.5574712643678161","0.5574712643678161","0.20636363636363636","0.20636363636363636","0.20636363636363636","61","61","61","0.31494252873563217","0.31494252873563217","0.31494252873563217","0.20454545454545456","0.20454545454545456","0.20454545454545456","61","61","61","0.27632183908045976","0.27632183908045976","0.27632183908045976","","","","","","","","",""
"62","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22227272727272726","0.22227272727272726","0.22227272727272726","62","62","62","0.7366666666666667","0.7366666666666667","0.7366666666666667","0.25681818181818183","0.25681818181818183","0.25681818181818183","62","62","62","0.5541379310344827","0.5541379310344827","0.5541379310344827","0.2177272727272727","0.2177272727272727","0.2177272727272727","62","62","62","0.30735632183908046","0.30735632183908046","0.30735632183908046","0.20227272727272727","0.20227272727272727","0.20227272727272727","62","62","62","0.28057471264367817","0.28057471264367817","0.28057471264367817","","","","","","","","",""
"63","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2409090909090909","0.2409090909090909","0.2409090909090909","63","63","63","0.723448275862069","0.723448275862069","0.723448275862069","0.24227272727272728","0.24227272727272728","0.24227272727272728","63","63","63","0.5789655172413793","0.5789655172413793","0.5789655172413793","0.21","0.21","0.21","63","63","63","0.323448275862069","0.323448275862069","0.323448275862069","0.20363636363636364","0.20363636363636364","0.20363636363636364","63","63","63","0.273448275862069","0.273448275862069","0.273448275862069","","","","","","","","",""
"64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2459090909090909","0.2459090909090909","0.2459090909090909","64","64","64","0.5577011494252874","0.5577011494252874","0.5577011494252874","0.21272727272727274","0.21272727272727274","0.21272727272727274","64","64","64","0.3136781609195402","0.3136781609195402","0.3136781609195402","0.205","0.205","0.205","64","64","64","0.27954022988505745","0.27954022988505745","0.27954022988505745","","","","","","","","",""
"65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24227272727272728","0.24227272727272728","0.24227272727272728","65","65","65","0.5851724137931035","0.5851724137931035","0.5851724137931035","0.20863636363636365","0.20863636363636365","0.20863636363636365","65","65","65","0.3217241379310345","0.3217241379310345","0.3217241379310345","0.20227272727272727","0.20227272727272727","0.20227272727272727","65","65","65","0.2793103448275862","0.2793103448275862","0.2793103448275862","","","","","","","","",""
"66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2431818181818182","0.2431818181818182","0.2431818181818182","66","66","66","0.5788505747126437","0.5788505747126437","0.5788505747126437","0.20909090909090908","0.20909090909090908","0.20909090909090908","66","66","66","0.33","0.33","0.33","0.19863636363636364","0.19863636363636364","0.19863636363636364","66","66","66","0.28379310344827585","0.28379310344827585","0.28379310344827585","","","","","","","","",""
"67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25136363636363634","0.25136363636363634","0.25136363636363634","67","67","67","0.6039080459770115","0.6039080459770115","0.6039080459770115","0.215","0.215","0.215","67","67","67","0.32827586206896553","0.32827586206896553","0.32827586206896553","0.205","0.205","0.205","67","67","67","0.28344827586206894","0.28344827586206894","0.28344827586206894","","","","","","","","",""
"68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20681818181818182","0.20681818181818182","0.20681818181818182","68","68","68","0.325632183908046","0.325632183908046","0.325632183908046","0.20045454545454544","0.20045454545454544","0.20045454545454544","68","68","68","0.28057471264367817","0.28057471264367817","0.28057471264367817","","","","","","","","",""
"69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21045454545454545","0.21045454545454545","0.21045454545454545","69","69","69","0.32448275862068965","0.32448275862068965","0.32448275862068965","0.20681818181818182","0.20681818181818182","0.20681818181818182","69","69","69","0.2850574712643678","0.2850574712643678","0.2850574712643678","","","","","","","","",""
"70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20909090909090908","0.20909090909090908","0.20909090909090908","70","70","70","0.32988505747126434","0.32988505747126434","0.32988505747126434","0.2109090909090909","0.2109090909090909","0.2109090909090909","70","70","70","0.2888505747126437","0.2888505747126437","0.2888505747126437","","","","","","","","",""
"71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20545454545454545","0.20545454545454545","0.20545454545454545","71","71","71","0.33011494252873563","0.33011494252873563","0.33011494252873563","0.20227272727272727","0.20227272727272727","0.20227272727272727","71","71","71","0.2829885057471264","0.2829885057471264","0.2829885057471264","","","","","","","","",""
"72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20727272727272728","0.20727272727272728","0.20727272727272728","72","72","72","0.33091954022988507","0.33091954022988507","0.33091954022988507","0.2059090909090909","0.2059090909090909","0.2059090909090909","72","72","72","0.28563218390804596","0.28563218390804596","0.28563218390804596","","","","","","","","",""
"73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21136363636363636","0.21136363636363636","0.21136363636363636","73","73","73","0.332183908045977","0.332183908045977","0.332183908045977","0.19954545454545455","0.19954545454545455","0.19954545454545455","73","73","73","0.28804597701149426","0.28804597701149426","0.28804597701149426","","","","","","","","",""
"74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19727272727272727","0.19727272727272727","0.19727272727272727","74","74","74","0.3295402298850575","0.3295402298850575","0.3295402298850575","0.195","0.195","0.195","74","74","74","0.2905747126436782","0.2905747126436782","0.2905747126436782","","","","","","","","",""
"75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20681818181818182","0.20681818181818182","0.20681818181818182","75","75","75","0.3260919540229885","0.3260919540229885","0.3260919540229885","0.1940909090909091","0.1940909090909091","0.1940909090909091","75","75","75","0.2885057471264368","0.2885057471264368","0.2885057471264368","","","","","","","","",""
"76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21181818181818182","0.21181818181818182","0.21181818181818182","76","76","76","0.3355172413793103","0.3355172413793103","0.3355172413793103","0.2009090909090909","0.2009090909090909","0.2009090909090909","76","76","76","0.2864367816091954","0.2864367816091954","0.2864367816091954","","","","","","","","",""
"77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20636363636363636","0.20636363636363636","0.20636363636363636","77","77","77","0.33977011494252873","0.33977011494252873","0.33977011494252873","0.19772727272727272","0.19772727272727272","0.19772727272727272","77","77","77","0.29022988505747127","0.29022988505747127","0.29022988505747127","","","","","","","","",""
"78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20454545454545456","0.20454545454545456","0.20454545454545456","78","78","78","0.33195402298850574","0.33195402298850574","0.33195402298850574","0.20636363636363636","0.20636363636363636","0.20636363636363636","78","78","78","0.29367816091954024","0.29367816091954024","0.29367816091954024","","","","","","","","",""
"79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21363636363636362","0.21363636363636362","0.21363636363636362","79","79","79","0.33770114942528734","0.33770114942528734","0.33770114942528734","0.19818181818181818","0.19818181818181818","0.19818181818181818","79","79","79","0.2945977011494253","0.2945977011494253","0.2945977011494253","","","","","","","","",""
"80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21227272727272728","0.21227272727272728","0.21227272727272728","80","80","80","0.3488505747126437","0.3488505747126437","0.3488505747126437","0.2009090909090909","0.2009090909090909","0.2009090909090909","80","80","80","0.29183908045977014","0.29183908045977014","0.29183908045977014","","","","","","","","",""
"81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20681818181818182","0.20681818181818182","0.20681818181818182","81","81","81","0.35","0.35","0.35","0.20909090909090908","0.20909090909090908","0.20909090909090908","81","81","81","0.29183908045977014","0.29183908045977014","0.29183908045977014","","","","","","","","",""
"82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19772727272727272","0.19772727272727272","0.19772727272727272","82","82","82","0.3454022988505747","0.3454022988505747","0.3454022988505747","0.2059090909090909","0.2059090909090909","0.2059090909090909","82","82","82","0.2886206896551724","0.2886206896551724","0.2886206896551724","","","","","","","","",""
"83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20318181818181819","0.20318181818181819","0.20318181818181819","83","83","83","0.2889655172413793","0.2889655172413793","0.2889655172413793","","","","","","","","",""
"84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2109090909090909","0.2109090909090909","0.2109090909090909","84","84","84","0.2932183908045977","0.2932183908045977","0.2932183908045977","","","","","","","","",""
"85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20318181818181819","0.20318181818181819","0.20318181818181819","85","85","85","0.29528735632183906","0.29528735632183906","0.29528735632183906","","","","","","","","",""
"86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18818181818181817","0.18818181818181817","0.18818181818181817","86","86","86","0.3002298850574713","0.3002298850574713","0.3002298850574713","","","","","","","","",""
"87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19318181818181818","0.19318181818181818","0.19318181818181818","87","87","87","0.3002298850574713","0.3002298850574713","0.3002298850574713","","","","","","","","",""
"88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19136363636363637","0.19136363636363637","0.19136363636363637","88","88","88","0.2988505747126437","0.2988505747126437","0.2988505747126437","","","","","","","","",""
"89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1940909090909091","0.1940909090909091","0.1940909090909091","89","89","89","0.2986206896551724","0.2986206896551724","0.2986206896551724","","","","","","","","",""
"90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20136363636363636","0.20136363636363636","0.20136363636363636","90","90","90","0.2993103448275862","0.2993103448275862","0.2993103448275862","","","","","","","","",""
"91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20227272727272727","0.20227272727272727","0.20227272727272727","91","91","91","0.29","0.29","0.29","","","","","","","","",""
